% MoM Surface Current Results - Generated: 2025-06-01 15:59:53
% Distance(m)	Magnitude(A/m)	Real(A/m)	Imag(A/m)	Phase(deg)
97.974451	7.356152e-02	-5.936644e-03	-7.332158e-02	-94.629
98.051718	7.348829e-02	-7.330254e-02	-5.221715e-03	-175.925
98.128985	7.341495e-02	-1.622561e-02	7.159947e-02	102.769
98.206251	7.334025e-02	6.826043e-02	2.681990e-02	21.450
98.283518	7.326637e-02	3.676850e-02	-6.337222e-02	-59.878
98.360785	7.319078e-02	-5.705449e-02	-4.584402e-02	-141.218
98.438052	7.311700e-02	-5.384955e-02	4.946031e-02	137.433
98.515319	7.304113e-02	4.076844e-02	6.060480e-02	56.072
98.592586	7.296811e-02	6.596939e-02	-3.118307e-02	-25.300
98.669853	7.289254e-02	-2.092466e-02	-6.982465e-02	-106.682
98.747120	7.282082e-02	-7.209878e-02	1.022929e-02	171.925
98.824387	7.274612e-02	-6.616275e-04	7.274311e-02	90.521
98.901654	7.267612e-02	7.176022e-02	1.150168e-02	9.106
98.978921	7.260273e-02	2.205054e-02	-6.917319e-02	-72.319
99.056188	7.253468e-02	-6.505831e-02	-3.207328e-02	-153.757
99.133454	7.246298e-02	-4.135209e-02	5.950536e-02	124.797
99.210721	7.239686e-02	5.265775e-02	4.968366e-02	43.335
99.287988	7.232717e-02	5.689166e-02	-4.466049e-02	-38.132
99.365255	7.226265e-02	-3.571275e-02	-6.282110e-02	-119.618
99.442522	7.219539e-02	-6.735213e-02	2.599741e-02	158.894
99.519789	7.213158e-02	1.575555e-02	7.038983e-02	77.383
99.597056	7.206772e-02	7.188099e-02	-5.184545e-03	-4.125
99.674323	7.200226e-02	5.444333e-03	-7.179613e-02	-85.664
99.751590	7.194557e-02	-7.015450e-02	-1.595338e-02	-167.189
99.828857	7.186826e-02	-2.603334e-02	6.698740e-02	111.238
99.906124	7.185543e-02	6.240326e-02	3.562354e-02	29.720
99.983391	7.163338e-02	4.398884e-02	-5.653603e-02	-52.115
100.060657	7.091057e-02	-4.959086e-02	-5.068586e-02	-134.374
100.137924	7.039417e-02	-5.658504e-02	4.187449e-02	143.498
100.215191	7.007699e-02	3.348774e-02	6.155774e-02	61.454
100.292458	6.984745e-02	6.538977e-02	-2.455291e-02	-20.580
100.369725	6.967104e-02	-1.521982e-02	-6.798831e-02	-102.618
100.446992	6.953156e-02	-6.930115e-02	5.655841e-03	175.334
100.524259	6.941907e-02	-3.963955e-03	6.930581e-02	93.273
100.601526	6.932705e-02	6.800726e-02	1.346299e-02	11.198
100.678793	6.925052e-02	2.266676e-02	-6.543586e-02	-70.894
100.756060	6.918596e-02	-6.164641e-02	-3.140727e-02	-153.002
100.833327	6.913031e-02	-3.952566e-02	5.671615e-02	124.873
100.910594	6.908144e-02	5.074335e-02	4.687598e-02	42.731
100.987860	6.903726e-02	5.332710e-02	-4.384476e-02	-39.427
101.065127	6.899642e-02	-3.615357e-02	-5.876585e-02	-121.600
101.142394	6.895743e-02	-6.309815e-02	2.781637e-02	156.210
101.219661	6.891946e-02	1.899063e-02	6.625140e-02	74.005
101.296928	6.888143e-02	6.817477e-02	-9.841313e-03	-8.214
101.374195	6.884285e-02	-5.381330e-04	-6.884075e-02	-90.448
101.451462	6.880298e-02	-6.824458e-02	-8.748006e-03	-172.695
101.528729	6.876157e-02	-1.784774e-02	6.640491e-02	105.044
101.605996	6.871814e-02	6.336243e-02	2.659672e-02	22.770
101.683263	6.867261e-02	3.483815e-02	-5.917965e-02	-59.515
101.760530	6.862472e-02	-5.393878e-02	-4.242593e-02	-141.813
101.837797	6.857450e-02	-4.922678e-02	4.774082e-02	135.878
101.915063	6.852186e-02	4.070271e-02	5.512291e-02	53.558
101.992330	6.846693e-02	6.001357e-02	-3.295590e-02	-28.773
102.069597	6.840976e-02	-2.464300e-02	-6.381706e-02	-111.114
102.146864	6.835048e-02	-6.647158e-02	1.591592e-02	166.535
102.224131	6.828929e-02	6.932289e-03	6.793652e-02	84.174
102.301398	6.822632e-02	6.819254e-02	2.146654e-03	1.803
102.378665	6.816186e-02	1.115973e-02	-6.724210e-02	-80.577
102.455932	6.809601e-02	-6.510875e-02	-1.994787e-02	-162.966
102.533199	6.802913e-02	-2.835772e-02	6.183690e-02	114.636
102.610466	6.796128e-02	5.749043e-02	3.624344e-02	32.228
102.687733	6.789287e-02	4.347002e-02	-5.215169e-02	-50.188
102.765000	6.782391e-02	-4.591956e-02	-4.991469e-02	-132.613
102.842266	6.775481e-02	-5.546977e-02	3.890782e-02	144.953
102.919533	6.768554e-02	3.124271e-02	6.004353e-02	62.510
102.996800	6.761652e-02	6.356246e-02	-2.306094e-02	-19.941
103.074067	6.754766e-02	-1.450685e-02	-6.597149e-02	-102.402
103.151334	6.747934e-02	-6.723560e-02	5.730177e-03	175.129
103.228601	6.741145e-02	-3.116922e-03	6.733935e-02	92.650
103.305868	6.734432e-02	6.628779e-02	1.188217e-02	10.162
103.383135	6.727781e-02	2.041613e-02	-6.410527e-02	-72.334
103.460402	6.721218e-02	-6.083570e-02	-2.857437e-02	-154.841
103.537669	6.714730e-02	-3.622024e-02	5.654073e-02	122.644
103.614936	6.708335e-02	5.129935e-02	4.322676e-02	40.119
103.692203	6.702021e-02	4.947900e-02	-4.520550e-02	-42.416
103.769469	6.695796e-02	-3.836719e-02	-5.487556e-02	-124.960
103.846736	6.689650e-02	-5.933048e-02	3.090367e-02	152.486
103.924003	6.683586e-02	2.294414e-02	6.277419e-02	69.923
104.001270	6.677595e-02	6.515480e-02	-1.462463e-02	-12.651
104.078537	6.671672e-02	-6.086492e-03	-6.643850e-02	-95.234
104.155804	6.665812e-02	-6.661021e-02	-2.526864e-03	-177.828
104.233071	6.660004e-02	-1.107152e-02	6.567333e-02	99.569
104.310338	6.654247e-02	6.364978e-02	1.940634e-02	16.956
104.387605	6.648523e-02	2.739437e-02	-6.057915e-02	-65.667
104.464872	6.642837e-02	-5.651815e-02	-3.490597e-02	-148.300
104.542139	6.637166e-02	-4.181995e-02	5.153920e-02	129.057
104.619406	6.631520e-02	4.572932e-02	4.802639e-02	46.404
104.696672	6.625871e-02	5.342745e-02	-3.918833e-02	-36.260
104.773939	6.620235e-02	-3.202727e-02	-5.793967e-02	-118.932
104.851206	6.614582e-02	-6.149434e-02	2.436629e-02	158.385
104.928473	6.608931e-02	1.633279e-02	6.403934e-02	75.692
105.005740	6.603252e-02	6.553888e-02	-8.059047e-03	-7.010
105.083007	6.597565e-02	3.197566e-04	-6.597487e-02	-89.722
105.160274	6.591842e-02	-6.534604e-02	-8.667947e-03	-172.444
105.237541	6.586106e-02	-1.685136e-02	6.366876e-02	104.825
105.314808	6.580331e-02	6.097560e-02	2.473967e-02	22.084
105.392075	6.574537e-02	3.220826e-02	-5.731563e-02	-60.666
105.469342	6.568705e-02	-5.275248e-02	-3.914032e-02	-143.426
105.546609	6.562853e-02	-4.542845e-02	4.736411e-02	133.805
105.623875	6.556965e-02	4.124050e-02	5.097647e-02	51.027
105.701142	6.551059e-02	5.570063e-02	-3.448300e-02	-31.761
105.778409	6.545124e-02	-2.720171e-02	-5.953093e-02	-114.557
105.855676	6.539172e-02	-6.241202e-02	1.951454e-02	162.637
105.932943	6.533200e-02	1.154435e-02	6.430395e-02	79.822
106.010210	6.527215e-02	6.518260e-02	-3.417914e-03	-3.002
106.087477	6.521220e-02	4.737051e-03	-6.503992e-02	-85.834
106.164744	6.515217e-02	-6.388384e-02	-1.279295e-02	-168.676
106.242011	6.509214e-02	-2.062526e-02	6.173804e-02	108.473
106.319278	6.503208e-02	5.864134e-02	2.811344e-02	25.614
106.396545	6.497214e-02	3.514377e-02	-5.464699e-02	-57.255
106.473812	6.491221e-02	-4.982168e-02	-4.161004e-02	-140.132
106.551078	6.485249e-02	-4.741605e-02	4.424436e-02	136.982
106.628345	6.479284e-02	3.800489e-02	5.247609e-02	54.087
106.705612	6.473347e-02	5.671704e-02	-3.120257e-02	-28.817
106.782879	6.467422e-02	-2.394448e-02	-6.007842e-02	-111.730
106.860146	6.461532e-02	-6.251415e-02	1.634380e-02	165.348
106.937413	6.455656e-02	8.518002e-03	6.399213e-02	82.418
107.014680	6.449819e-02	6.449552e-02	-5.870059e-04	-0.521
107.091947	6.443999e-02	7.328614e-03	-6.402190e-02	-83.470
107.169214	6.438220e-02	-6.258410e-02	-1.510953e-02	-166.427
107.246481	6.432458e-02	-2.263938e-02	6.020889e-02	110.607
107.323748	6.426738e-02	5.693739e-02	2.980654e-02	27.632
107.401015	6.421035e-02	3.650568e-02	-5.282333e-02	-55.352
107.478281	6.415370e-02	-4.793308e-02	-4.263938e-02	-138.345
107.555548	6.409723e-02	-4.811938e-02	4.234359e-02	138.653
107.632815	6.404110e-02	3.614203e-02	5.286791e-02	55.642
107.710082	6.398512e-02	5.681859e-02	-2.942351e-02	-27.377
107.787349	6.392943e-02	-2.229044e-02	-5.991752e-02	-110.406
107.864616	6.387387e-02	-6.212363e-02	1.485012e-02	166.556
107.941883	6.381855e-02	7.213914e-03	6.340952e-02	83.510
108.019150	6.376332e-02	6.376132e-02	5.052405e-04	0.454
108.096417	6.370827e-02	8.193709e-03	-6.317917e-02	-82.611
108.173684	6.365328e-02	-6.167662e-02	-1.573959e-02	-165.684
108.250951	6.359841e-02	-2.303361e-02	5.928078e-02	111.234
108.328218	6.354356e-02	5.603125e-02	2.997136e-02	28.143
108.405484	6.348878e-02	3.645414e-02	-5.198000e-02	-54.958
108.482751	6.343398e-02	-4.718985e-02	-4.239090e-02	-138.066
108.560018	6.337922e-02	-4.769894e-02	4.173411e-02	138.816
108.637285	6.332441e-02	3.569474e-02	5.230551e-02	55.689
108.714552	6.326959e-02	5.614830e-02	-2.916179e-02	-27.446
108.791819	6.321471e-02	-2.223124e-02	-5.917661e-02	-110.590
108.869086	6.315980e-02	-6.135167e-02	1.500444e-02	166.257
108.946353	6.310480e-02	7.585657e-03	6.264722e-02	83.096
109.023620	6.304978e-02	6.304973e-02	-8.158728e-05	-0.074
109.100887	6.299464e-02	7.401316e-03	-6.255834e-02	-83.253
109.178154	6.293949e-02	-6.118503e-02	-1.475708e-02	-166.440
109.255421	6.288423e-02	-2.188312e-02	5.895384e-02	110.364
109.332687	6.282896e-02	5.590109e-02	2.868007e-02	27.160
109.409954	6.277359e-02	3.505490e-02	-5.207377e-02	-56.052
109.487221	6.271823e-02	-4.753013e-02	-4.092020e-02	-139.274
109.564488	6.266278e-02	-4.619753e-02	4.233689e-02	137.497
109.641755	6.260738e-02	3.657070e-02	5.081602e-02	54.259
109.719022	6.255187e-02	5.471575e-02	-3.031375e-02	-28.987
109.796289	6.249668e-02	-2.365660e-02	-5.784635e-02	-112.242
109.873556	6.243964e-02	-6.016700e-02	1.669253e-02	164.494
109.950823	6.239033e-02	9.503785e-03	6.166223e-02	81.238
110.028090	6.240351e-02	6.236733e-02	-2.124919e-03	-1.951
110.105357	6.244997e-02	5.310932e-03	-6.222373e-02	-85.122
110.182624	6.244835e-02	-6.115919e-02	-1.262340e-02	-168.338
110.259890	6.242874e-02	-1.973765e-02	5.922645e-02	108.431
110.337157	6.239912e-02	5.646579e-02	2.655682e-02	25.188
110.414424	6.236285e-02	3.298850e-02	-5.292338e-02	-58.064
110.491691	6.232153e-02	-4.865436e-02	-3.894517e-02	-141.325
110.568958	6.227659e-02	-4.434741e-02	4.372277e-02	135.406
110.646225	6.222854e-02	3.820096e-02	4.912309e-02	52.129
110.723492	6.217835e-02	5.321024e-02	-3.216858e-02	-31.155
110.800759	6.212611e-02	-2.571158e-02	-5.655589e-02	-114.448
110.878026	6.207264e-02	-5.911862e-02	1.892093e-02	162.253
110.955293	6.201779e-02	1.189142e-02	6.086708e-02	78.946
111.032560	6.196232e-02	6.178227e-02	-4.720251e-03	-4.369
111.109827	6.190594e-02	2.494154e-03	-6.185568e-02	-87.691
111.187093	6.184938e-02	-6.109134e-02	-9.653690e-03	-171.020
111.264360	6.179224e-02	-1.666167e-02	5.950353e-02	105.643
111.341627	6.173523e-02	5.711863e-02	2.342436e-02	22.299
111.418894	6.167790e-02	2.985192e-02	-5.397246e-02	-61.053
111.496161	6.162090e-02	-5.011190e-02	-3.585991e-02	-144.413
111.573428	6.156379e-02	-4.136999e-02	4.559193e-02	132.221
111.650695	6.150713e-02	4.047705e-02	4.631129e-02	48.846
111.727962	6.145051e-02	5.062091e-02	-3.483804e-02	-34.536
111.805229	6.139441e-02	-2.875328e-02	-5.424502e-02	-117.926
111.882496	6.133848e-02	-5.713916e-02	2.230527e-02	158.676
111.959763	6.128306e-02	1.558185e-02	5.926904e-02	75.270
112.037030	6.122791e-02	6.061057e-02	-8.672649e-03	-8.143
112.114296	6.117324e-02	-1.670214e-03	-6.115043e-02	-91.565
112.191563	6.111890e-02	-6.088574e-02	-5.333600e-03	-174.994
112.268830	6.106499e-02	-1.224642e-02	5.982439e-02	101.569
112.346097	6.101145e-02	5.798443e-02	1.897901e-02	18.124
112.423364	6.095825e-02	2.544394e-02	-5.539417e-02	-65.329
112.500631	6.090547e-02	-5.209119e-02	-3.155922e-02	-148.791
112.577898	6.085291e-02	-3.724675e-02	4.812231e-02	127.740
112.655165	6.080081e-02	4.354234e-02	4.243587e-02	44.263
112.732432	6.074881e-02	4.706160e-02	-3.841385e-02	-39.223
112.809699	6.069728e-02	-3.280567e-02	-5.106808e-02	-122.716
112.886966	6.064575e-02	-5.440647e-02	2.679260e-02	153.782
112.964233	6.059470e-02	2.045371e-02	5.703826e-02	70.272
113.041499	6.054353e-02	5.893290e-02	-1.387198e-02	-13.246
113.118766	6.049284e-02	-7.132472e-03	-6.007089e-02	-96.771
113.196033	6.044194e-02	-6.044108e-02	3.219770e-04	179.695
113.273300	6.039152e-02	-6.472885e-03	6.004363e-02	96.153
113.350567	6.034080e-02	5.888693e-02	1.316594e-02	12.603
113.427834	6.029055e-02	1.967342e-02	-5.699041e-02	-70.955
113.505101	6.023995e-02	-5.438117e-02	-2.591408e-02	-154.521
113.582368	6.018979e-02	-3.181115e-02	5.109659e-02	121.905
113.659635	6.013924e-02	4.718067e-02	3.729226e-02	38.323
113.736902	6.008910e-02	4.229132e-02	-4.268658e-02	-45.266
113.814169	6.003857e-02	-3.767267e-02	-4.674826e-02	-128.864
113.891436	5.998840e-02	-5.061076e-02	3.220495e-02	147.530
113.968702	5.993786e-02	2.635291e-02	5.383374e-02	63.917
114.045969	5.988763e-02	5.638097e-02	-2.019194e-02	-19.704
114.123236	5.983707e-02	-1.379897e-02	-5.822425e-02	-103.333
114.200503	5.978675e-02	-5.934493e-02	7.254913e-03	173.030
114.277770	5.973617e-02	6.401782e-04	5.973274e-02	89.386
114.355037	5.968576e-02	5.938716e-02	5.962803e-03	5.734
114.432304	5.963518e-02	1.247420e-02	-5.831595e-02	-77.926
114.509571	5.958468e-02	-5.653641e-02	-1.881405e-02	-161.594
114.586838	5.953413e-02	-2.490700e-02	5.407360e-02	114.731
114.664105	5.948356e-02	5.096146e-02	3.067937e-02	31.048
114.741372	5.943307e-02	3.606386e-02	-4.724074e-02	-52.642
114.818639	5.938245e-02	-4.296009e-02	-4.099642e-02	-136.340
114.895905	5.933204e-02	-4.542095e-02	3.817365e-02	139.955
114.973172	5.928140e-02	3.294218e-02	4.928588e-02	56.242
115.050439	5.923111e-02	5.254881e-02	-2.733034e-02	-27.479
115.127706	5.918049e-02	-2.140786e-02	-5.517277e-02	-111.207
115.204973	5.913035e-02	-5.713090e-02	1.524660e-02	165.058
115.282240	5.907978e-02	8.921808e-03	5.840224e-02	81.314
115.359507	5.902981e-02	5.897647e-02	-2.508975e-03	-2.436
115.436774	5.897933e-02	3.914776e-03	-5.884926e-02	-86.194
115.514041	5.892956e-02	-5.802704e-02	-1.027400e-02	-169.960
115.591308	5.887919e-02	-1.649333e-02	5.652194e-02	106.267
115.668575	5.882962e-02	5.435653e-02	2.250093e-02	22.487
115.745842	5.877941e-02	2.822665e-02	-5.155846e-02	-61.301
115.823108	5.873006e-02	-4.816516e-02	-3.360560e-02	-145.096
115.900375	5.868002e-02	-3.857596e-02	4.421809e-02	131.102
115.977642	5.863088e-02	3.976758e-02	4.308270e-02	47.291
116.054909	5.858104e-02	4.707500e-02	-3.486665e-02	-36.526
116.132176	5.853210e-02	-2.957599e-02	-5.051007e-02	-120.351
116.209443	5.848248e-02	-5.335018e-02	2.395744e-02	155.817
116.286710	5.843372e-02	1.807916e-02	5.556657e-02	71.977
116.363977	5.838434e-02	5.713601e-02	-1.200867e-02	-11.869
116.441244	5.833574e-02	-5.818400e-03	-5.804485e-02	-95.724
116.518511	5.828662e-02	-5.828509e-02	-4.216868e-04	-179.585
116.595778	5.823814e-02	-6.638218e-03	5.785858e-02	96.545
116.673045	5.818928e-02	5.677253e-02	1.276212e-02	12.669
116.750311	5.814090e-02	1.872232e-02	-5.504397e-02	-71.215
116.827578	5.809231e-02	-5.269465e-02	-2.445383e-02	-155.106
116.904845	5.804399e-02	-2.989097e-02	4.975575e-02	120.996
116.982112	5.799568e-02	4.626222e-02	3.497579e-02	37.091
117.059379	5.794739e-02	3.965071e-02	-4.225779e-02	-46.823
117.136646	5.789935e-02	-3.778869e-02	-4.386741e-02	-130.743
117.213913	5.785106e-02	-4.757873e-02	3.290911e-02	145.329
117.291180	5.780331e-02	2.767417e-02	5.074803e-02	61.395
117.368447	5.775498e-02	5.334035e-02	-2.214598e-02	-22.547
117.445714	5.770751e-02	-1.638582e-02	-5.533229e-02	-106.496
117.522981	5.765912e-02	-5.670223e-02	1.046093e-02	169.547
117.600248	5.761194e-02	4.435813e-03	5.744092e-02	85.584
117.677514	5.756346e-02	5.754066e-02	1.620128e-03	1.613
117.754781	5.751658e-02	7.642183e-03	-5.700661e-02	-82.365
117.832048	5.746799e-02	-5.584487e-02	-1.356174e-02	-166.350
117.909315	5.742139e-02	-1.931689e-02	5.407471e-02	109.658
117.986582	5.737270e-02	5.171529e-02	2.484262e-02	25.658
118.063849	5.732638e-02	3.008263e-02	-4.879907e-02	-58.348
118.141116	5.727759e-02	-4.535697e-02	-3.497809e-02	-142.362
118.218383	5.723154e-02	-3.948086e-02	4.143320e-02	133.618
118.295650	5.718265e-02	3.706863e-02	4.354046e-02	49.590
118.372917	5.713685e-02	4.711911e-02	-3.231733e-02	-34.445
118.450184	5.708789e-02	-2.722786e-02	-5.017640e-02	-118.486
118.527451	5.704233e-02	-5.268663e-02	2.186200e-02	157.464
118.604717	5.699334e-02	1.627337e-02	5.462067e-02	73.409
118.681984	5.694797e-02	5.596615e-02	-1.052908e-02	-10.655
118.759251	5.689900e-02	-4.684964e-03	-5.670580e-02	-94.723
118.836518	5.685377e-02	-5.684133e-02	-1.188975e-03	-178.802
118.913785	5.680492e-02	-7.037719e-03	5.636727e-02	97.117
118.991052	5.675972e-02	5.529977e-02	1.279069e-02	13.023
119.068319	5.671113e-02	1.839683e-02	-5.364428e-02	-71.071
119.145586	5.666581e-02	-5.143145e-02	-2.378695e-02	-155.180
119.222853	5.661770e-02	-2.891729e-02	4.867601e-02	120.714
119.300120	5.657196e-02	4.542306e-02	3.372139e-02	36.590
119.377387	5.652476e-02	3.816644e-02	-4.169378e-02	-47.529
119.454654	5.647799e-02	-3.754826e-02	-4.218876e-02	-131.669
119.531920	5.643265e-02	-4.577138e-02	3.300947e-02	144.202
119.609187	5.638335e-02	2.815494e-02	4.885061e-02	60.043
119.686454	5.634251e-02	5.143408e-02	-2.300029e-02	-24.093
119.763721	5.628556e-02	-1.765065e-02	-5.344641e-02	-108.276
119.840988	5.626119e-02	-5.494723e-02	1.208817e-02	167.593
119.918255	5.615289e-02	6.502445e-03	5.577513e-02	83.350
119.995522	5.630581e-02	5.630407e-02	-4.431811e-04	-0.451
120.072789	5.696490e-02	6.166288e-03	-5.663017e-02	-83.786
120.150056	5.731390e-02	-5.594136e-02	-1.246784e-02	-167.436
120.227323	5.752236e-02	-1.856703e-02	5.444343e-02	108.831
120.304590	5.766091e-02	5.223214e-02	2.442508e-02	25.062
120.381857	5.775374e-02	2.997964e-02	-4.936310e-02	-58.728
120.459123	5.781313e-02	-4.588664e-02	-3.516781e-02	-142.533
120.536390	5.784683e-02	-3.993049e-02	4.185465e-02	133.652
120.613657	5.785992e-02	3.732270e-02	4.421297e-02	49.830
120.690924	5.785638e-02	4.796688e-02	-3.235026e-02	-33.997
120.768191	5.783897e-02	-2.700077e-02	-5.114983e-02	-117.828
120.845458	5.781024e-02	-5.372698e-02	2.134094e-02	158.336
120.922725	5.777192e-02	1.544033e-02	5.567038e-02	74.499
120.999992	5.772585e-02	5.696023e-02	-9.370456e-03	-9.342
121.077259	5.767317e-02	-3.204157e-03	-5.758410e-02	-93.185
121.154526	5.761534e-02	-5.753795e-02	-2.985370e-03	-177.030
121.231793	5.755314e-02	-9.125226e-03	5.682512e-02	99.123
121.309060	5.748774e-02	5.545724e-02	1.514380e-02	15.273
121.386326	5.741969e-02	2.097140e-02	-5.345298e-02	-68.578
121.463593	5.734996e-02	-5.083879e-02	-2.654119e-02	-152.432
121.540860	5.727890e-02	-3.178980e-02	4.764747e-02	123.711
121.618127	5.720734e-02	4.391882e-02	3.665810e-02	39.851
121.695394	5.713550e-02	4.109177e-02	-3.969801e-02	-44.012
121.772661	5.706403e-02	-3.503608e-02	-4.504195e-02	-127.878
121.849928	5.699309e-02	-4.846564e-02	2.998824e-02	148.253
121.927195	5.692318e-02	2.461428e-02	5.132627e-02	64.379
122.004462	5.685440e-02	5.359390e-02	-1.897673e-02	-19.498
122.081729	5.678710e-02	-1.314123e-02	-5.524565e-02	-103.380
122.158996	5.672134e-02	-5.626575e-02	7.174648e-03	172.733
122.236263	5.665736e-02	1.145425e-03	5.664578e-02	88.842
122.313530	5.659520e-02	5.638455e-02	4.878347e-03	4.945
122.390796	5.653495e-02	1.082856e-02	-5.548822e-02	-78.957
122.468063	5.647666e-02	-5.396997e-02	-1.663898e-02	-162.865
122.545330	5.642032e-02	-2.224485e-02	5.184997e-02	113.220
122.622597	5.636597e-02	4.915489e-02	2.758477e-02	29.300
122.699864	5.631349e-02	3.260014e-02	-4.591776e-02	-54.626
122.777131	5.626296e-02	-4.217732e-02	-3.723700e-02	-138.560
122.854398	5.621414e-02	-4.144542e-02	3.797771e-02	137.500
122.931665	5.616713e-02	3.336781e-02	4.518115e-02	53.553
123.008932	5.612163e-02	4.840492e-02	-2.840074e-02	-30.402
123.086199	5.607777e-02	-2.313314e-02	-5.108399e-02	-114.363
123.163466	5.603517e-02	-5.319129e-02	1.762460e-02	161.668
123.240733	5.599398e-02	1.193691e-02	5.470682e-02	77.691
123.317999	5.595378e-02	5.561661e-02	-6.133411e-03	-6.293
123.395266	5.591475e-02	-2.782120e-04	-5.591405e-02	-90.285
123.472533	5.587643e-02	-5.559867e-02	-5.564416e-03	-174.285
123.549800	5.583901e-02	-1.133086e-02	5.467730e-02	101.708
123.627067	5.580205e-02	5.316267e-02	1.695873e-02	17.693
123.704334	5.576572e-02	2.238766e-02	-5.107453e-02	-66.331
123.781601	5.572959e-02	-4.843805e-02	-2.755981e-02	-150.361
123.858868	5.569385e-02	-3.242058e-02	4.528477e-02	125.600
123.936135	5.565808e-02	4.165096e-02	3.691908e-02	41.554
124.013402	5.562245e-02	4.100874e-02	-3.757846e-02	-42.501
124.090669	5.558661e-02	-3.311282e-02	-4.464765e-02	-126.562
124.167936	5.555069e-02	-4.779908e-02	2.830419e-02	149.368
124.245202	5.551441e-02	2.320532e-02	5.043176e-02	65.291
124.322469	5.547786e-02	5.252020e-02	-1.787237e-02	-18.793
124.399736	5.544083e-02	-1.236292e-02	-5.404483e-02	-102.885
124.477003	5.540338e-02	-5.499229e-02	6.736675e-03	173.016
124.554270	5.536538e-02	1.053466e-03	5.535535e-02	88.910
124.631537	5.532682e-02	5.513309e-02	4.625997e-03	4.796
124.708804	5.528768e-02	1.024220e-02	-5.433071e-02	-79.324
124.786071	5.524790e-02	-5.295951e-02	-1.573598e-02	-163.452
124.863338	5.520754e-02	-2.105064e-02	5.103669e-02	112.414
124.940605	5.516648e-02	4.858509e-02	2.613101e-02	28.273
125.017872	5.512487e-02	3.092551e-02	-4.563293e-02	-55.874
125.095139	5.508253e-02	-4.221345e-02	-3.538517e-02	-140.029
125.172405	5.503971e-02	-3.946561e-02	3.836451e-02	135.811
125.249672	5.499617e-02	3.412818e-02	4.312593e-02	51.643
125.326939	5.495223e-02	4.633067e-02	-2.955023e-02	-32.530
125.404206	5.490760e-02	-2.467964e-02	-4.904854e-02	-116.710
125.481473	5.486266e-02	-5.125429e-02	1.956806e-02	159.104
125.558740	5.481710e-02	1.426925e-02	5.292733e-02	74.912
125.636007	5.477133e-02	5.405348e-02	-8.838542e-03	-9.287
125.713274	5.472502e-02	-3.332175e-03	-5.462348e-02	-93.491
125.790541	5.467862e-02	-5.463461e-02	-2.193190e-03	-177.701
125.867808	5.463176e-02	-7.681140e-03	5.408909e-02	98.082
125.945075	5.458492e-02	5.299558e-02	1.307600e-02	13.860
126.022342	5.453773e-02	1.832349e-02	-5.136744e-02	-70.368
126.099608	5.449066e-02	-4.922419e-02	-2.337115e-02	-154.602
126.176875	5.444336e-02	-2.816897e-02	4.658957e-02	121.158
126.254142	5.439626e-02	4.349298e-02	3.266976e-02	36.912
126.331409	5.434905e-02	3.682972e-02	-3.996737e-02	-47.340
126.408676	5.430210e-02	-3.605069e-02	-4.060870e-02	-131.597
