% MoM Surface Current Results - Generated: 2025-06-01 15:59:53
% Distance(m)	Magnitude(A/m)	Real(A/m)	Imag(A/m)	Phase(deg)
556.553603	8.419139e-04	7.500808e-04	-3.823582e-04	-27.010
556.630870	8.430309e-04	-3.355642e-04	-7.733678e-04	-113.456
556.708136	8.440498e-04	-7.936879e-04	2.871926e-04	160.108
556.785403	8.451750e-04	2.377891e-04	8.110346e-04	73.659
556.862670	8.462225e-04	8.252615e-04	-1.871792e-04	-12.779
556.939937	8.473565e-04	-1.359183e-04	-8.363846e-04	-99.230
557.017204	8.484344e-04	-8.442820e-04	8.383848e-05	174.329
557.094471	8.495776e-04	3.150160e-05	8.489934e-04	87.875
557.171738	8.506877e-04	8.504221e-04	2.125649e-05	1.432
557.249005	8.518406e-04	7.387049e-05	-8.486316e-04	-85.025
557.326272	8.529838e-04	-8.435509e-04	-1.265040e-04	-171.471
557.403539	8.541469e-04	-1.785912e-04	8.352677e-04	102.069
557.480806	8.553240e-04	8.237365e-04	2.302984e-04	15.620
557.558073	8.564976e-04	2.810622e-04	-8.090687e-04	-70.843
557.635339	8.577089e-04	-7.912442e-04	-3.310545e-04	-157.296
557.712606	8.588933e-04	-3.797178e-04	7.703973e-04	116.238
557.789873	8.601385e-04	7.465326e-04	4.272322e-04	29.782
557.867140	8.613339e-04	4.730488e-04	-7.198062e-04	-56.688
557.944407	8.626125e-04	-6.902463e-04	-5.173591e-04	-143.147
558.021674	8.638190e-04	-5.596254e-04	6.580294e-04	130.380
558.098941	8.651299e-04	6.232060e-04	6.000533e-04	43.916
558.176208	8.663475e-04	6.381190e-04	-5.859711e-04	-42.561
558.253475	8.676890e-04	-5.463957e-04	-6.740445e-04	-129.029
558.330742	8.689175e-04	-7.073219e-04	5.046914e-04	144.491
558.408009	8.702878e-04	4.609480e-04	7.381922e-04	58.018
558.485276	8.715270e-04	7.661657e-04	-4.153908e-04	-28.465
558.562542	8.729235e-04	-3.681264e-04	-7.915038e-04	-114.943
558.639809	8.741731e-04	-8.137369e-04	3.193913e-04	158.570
558.717076	8.755929e-04	2.693066e-04	8.331487e-04	72.087
558.794343	8.768523e-04	8.492909e-04	-2.181167e-04	-14.404
558.871610	8.782923e-04	-1.659553e-04	-8.624710e-04	-100.892
558.948877	8.795609e-04	-8.722628e-04	1.130712e-04	172.614
559.026144	8.810174e-04	5.960830e-05	8.789986e-04	86.120
559.103411	8.822946e-04	8.822754e-04	-5.816320e-06	-0.378
559.180678	8.837637e-04	4.815256e-05	-8.824509e-04	-86.877
559.257945	8.850485e-04	-8.791452e-04	-1.020520e-04	-173.379
559.335212	8.865262e-04	-1.557232e-04	8.727422e-04	100.117
559.412479	8.878176e-04	8.628844e-04	2.089275e-04	13.611
559.489745	8.892995e-04	2.615012e-04	-8.499828e-04	-72.899
559.567012	8.905962e-04	-8.337005e-04	-3.132173e-04	-159.409
559.644279	8.920792e-04	-3.639109e-04	8.144778e-04	114.075
559.721546	8.933756e-04	7.919920e-04	4.133626e-04	27.561
559.798813	8.948703e-04	4.614354e-04	-7.667269e-04	-58.959
559.876080	8.960725e-04	-7.383039e-04	-5.077925e-04	-145.480
559.953347	8.979502e-04	-5.535166e-04	7.070601e-04	128.055
560.030614	9.030759e-04	6.727688e-04	6.024353e-04	41.843
560.107881	9.099678e-04	6.511268e-04	-6.356692e-04	-44.312
560.185148	9.144509e-04	-5.951817e-04	-6.942473e-04	-130.607
560.262415	9.182256e-04	-7.338887e-04	5.518565e-04	143.058
560.339682	9.213971e-04	5.056994e-04	7.702212e-04	56.713
560.416949	9.243724e-04	8.033046e-04	-4.573468e-04	-29.654
560.494215	9.269868e-04	-4.066655e-04	-8.330233e-04	-116.021
560.571482	9.295151e-04	-8.593579e-04	3.542631e-04	157.597
560.648749	9.317835e-04	2.999973e-04	8.821690e-04	71.218
560.726016	9.340026e-04	9.014385e-04	-2.444783e-04	-15.174
560.803283	9.360242e-04	-1.875659e-04	-9.170388e-04	-101.560
560.880550	9.380064e-04	-9.289715e-04	1.298768e-04	172.041
560.957817	9.398380e-04	7.127379e-05	9.371316e-04	85.651
561.035084	9.416278e-04	9.415464e-04	-1.237898e-05	-0.753
561.112351	9.433066e-04	4.694375e-05	-9.421378e-04	-87.147
561.189618	9.449339e-04	-9.389618e-04	-1.060695e-04	-173.555
561.266885	9.464859e-04	-1.651365e-04	9.319687e-04	100.048
561.344152	9.479728e-04	9.212443e-04	2.235202e-04	13.638
561.421418	9.494177e-04	2.813643e-04	-9.067679e-04	-72.761
561.498685	9.507812e-04	-8.886554e-04	-3.380481e-04	-159.173
561.575952	9.521341e-04	-3.937243e-04	8.669143e-04	114.426
561.653219	9.533882e-04	8.416903e-04	4.477796e-04	28.013
561.730486	9.546615e-04	5.003794e-04	-8.130185e-04	-58.389
561.807753	9.558183e-04	-7.810727e-04	-5.509211e-04	-144.803
561.885020	9.570224e-04	-5.995864e-04	7.459142e-04	128.793
561.962287	9.580924e-04	7.077435e-04	6.457864e-04	42.379
562.039554	9.592362e-04	6.897225e-04	-6.666461e-04	-44.025
562.116821	9.602290e-04	-6.228467e-04	-7.308227e-04	-130.439
562.194088	9.613204e-04	-7.693107e-04	5.764529e-04	143.155
562.271355	9.622452e-04	5.277113e-04	8.046345e-04	56.742
562.348621	9.632912e-04	8.370429e-04	-4.767486e-04	-29.664
562.425888	9.641568e-04	-4.238304e-04	-8.660059e-04	-116.078
562.503155	9.651639e-04	-8.917998e-04	3.690994e-04	157.516
562.580422	9.659787e-04	3.128372e-04	9.139189e-04	71.104
562.657689	9.669529e-04	9.326689e-04	-2.551992e-04	-15.303
562.734956	9.677254e-04	-1.964795e-04	-9.475696e-04	-101.714
562.812223	9.686723e-04	-9.589578e-04	1.368428e-04	171.879
562.889490	9.694107e-04	7.659188e-05	9.663803e-04	85.468
562.966757	9.703359e-04	9.702057e-04	-1.589702e-05	-0.939
563.044024	9.710486e-04	4.493361e-05	-9.700084e-04	-87.348
563.121291	9.719573e-04	-9.661897e-04	-1.057282e-04	-173.755
563.198558	9.726524e-04	-1.661769e-04	9.583517e-04	99.837
563.275824	9.735497e-04	9.469283e-04	2.261102e-04	13.430
563.353091	9.742356e-04	2.852204e-04	-9.315494e-04	-72.977
563.430358	9.751266e-04	-9.126812e-04	-3.433439e-04	-159.384
563.507625	9.758113e-04	-4.001791e-04	8.899800e-04	114.211
563.584892	9.767011e-04	8.639441e-04	4.555717e-04	27.803
563.662159	9.773928e-04	5.092298e-04	-8.342552e-04	-58.600
563.739426	9.782861e-04	-8.014417e-04	-5.610123e-04	-145.008
563.816693	9.789928e-04	-6.106402e-04	7.652094e-04	128.590
563.893960	9.798945e-04	7.261156e-04	6.579889e-04	42.182
563.971227	9.806242e-04	7.027955e-04	-6.838876e-04	-44.219
564.048494	9.815391e-04	-6.391095e-04	-7.449550e-04	-130.627
564.125761	9.822993e-04	-7.842235e-04	5.915280e-04	142.973
564.203027	9.832321e-04	5.417514e-04	8.205186e-04	56.565
564.280294	9.840302e-04	8.536178e-04	-4.895429e-04	-29.834
564.357561	9.849856e-04	-4.355325e-04	-8.834636e-04	-116.243
564.434828	9.858288e-04	-9.098574e-04	3.794968e-04	157.359
564.512095	9.868111e-04	3.220844e-04	9.327689e-04	70.950
564.589362	9.877062e-04	9.520249e-04	-2.630818e-04	-15.448
564.666629	9.887200e-04	-2.031533e-04	-9.676239e-04	-101.857
564.743896	9.896731e-04	-9.794196e-04	1.420915e-04	171.745
564.821163	9.907226e-04	8.057311e-05	9.874408e-04	85.335
564.898430	9.917396e-04	9.915691e-04	-1.839310e-05	-1.063
564.975697	9.928290e-04	4.376298e-05	-9.918640e-04	-87.474
565.052964	9.939152e-04	-9.882357e-04	-1.061015e-04	-173.872
565.130230	9.950481e-04	-1.679316e-04	9.807751e-04	99.716
565.207497	9.962082e-04	9.694208e-04	2.294649e-04	13.317
565.284764	9.973885e-04	2.900088e-04	-9.542949e-04	-73.096
565.362031	9.986266e-04	-9.353642e-04	-3.497841e-04	-159.496
565.439298	9.998576e-04	-4.080997e-04	9.127814e-04	114.089
565.516565	1.001177e-03	8.865405e-04	4.651897e-04	27.687
565.593832	1.002462e-03	5.203674e-04	-8.568242e-04	-58.729
565.671099	1.003865e-03	-8.236520e-04	-5.738843e-04	-145.133
565.748366	1.005207e-03	-6.250612e-04	7.872353e-04	128.449
565.825633	1.006697e-03	7.476177e-04	6.741704e-04	42.043
565.902900	1.008097e-03	7.205431e-04	-7.050371e-04	-44.377
565.980167	1.009674e-03	-6.595592e-04	-7.644759e-04	-130.786
566.057433	1.011136e-03	-8.053129e-04	6.114465e-04	142.792
566.134700	1.012801e-03	5.607841e-04	8.433781e-04	56.379
566.211967	1.014325e-03	8.780307e-04	-5.078565e-04	-30.045
566.289234	1.016078e-03	-4.527654e-04	-9.096253e-04	-116.462
566.366501	1.017667e-03	-9.375378e-04	3.958149e-04	157.111
566.443768	1.019507e-03	3.371199e-04	9.621559e-04	70.691
566.521035	1.021161e-03	9.828735e-04	-2.770011e-04	-15.739
566.598302	1.023086e-03	-2.155834e-04	-1.000114e-03	-102.164
566.675569	1.024806e-03	-1.013290e-03	1.532006e-04	171.402
566.752836	1.026814e-03	8.998436e-05	1.022863e-03	84.972
566.830103	1.028600e-03	1.028265e-03	-2.627840e-05	-1.464
566.907370	1.030688e-03	3.778309e-05	-1.029995e-03	-87.899
566.984636	1.032541e-03	-1.027505e-03	-1.018496e-04	-174.339
567.061903	1.034705e-03	-1.657881e-04	1.021337e-03	99.220
567.139170	1.036623e-03	1.010957e-03	2.292448e-04	12.776
567.216437	1.038860e-03	2.920918e-04	-9.969515e-04	-73.670
567.293704	1.040843e-03	-9.788029e-04	-3.539753e-04	-160.118
567.370971	1.043148e-03	-4.147762e-04	9.571404e-04	113.429
567.448238	1.045194e-03	9.314601e-04	4.741444e-04	26.978
567.525505	1.047562e-03	5.319734e-04	-9.024361e-04	-59.481
567.602772	1.049671e-03	-8.695746e-04	-5.879194e-04	-145.937
567.680039	1.052097e-03	-6.418927e-04	8.335956e-04	127.597
567.757306	1.054266e-03	7.940112e-04	6.935586e-04	41.137
567.834573	1.056744e-03	7.428476e-04	-7.515890e-04	-45.335
567.911839	1.058973e-03	-7.058416e-04	-7.894370e-04	-131.800
567.989106	1.061497e-03	-8.332810e-04	6.575854e-04	141.721
568.066373	1.063782e-03	6.063274e-04	8.740710e-04	55.252
568.143640	1.066347e-03	9.117883e-04	-5.529355e-04	-31.234
568.220907	1.068688e-03	-4.969026e-04	-9.461401e-04	-117.708
568.298174	1.071286e-03	-9.771380e-04	4.391517e-04	155.800
568.375441	1.073680e-03	3.791520e-04	1.004506e-03	69.321
568.452708	1.076305e-03	1.028290e-03	-3.178864e-04	-17.179
568.529975	1.078752e-03	-2.547879e-04	-1.048232e-03	-103.662
568.607242	1.081397e-03	-1.064412e-03	1.909074e-04	169.832
568.684509	1.083896e-03	1.256250e-04	1.076591e-03	83.344
568.761776	1.086552e-03	1.084890e-03	-6.007224e-05	-3.169
568.839042	1.089104e-03	6.446178e-06	-1.089085e-03	-89.661
568.916309	1.091762e-03	-1.089339e-03	-7.269852e-05	-176.182
568.993576	1.094369e-03	-1.394875e-04	1.085443e-03	97.323
569.070843	1.097019e-03	1.077609e-03	2.054490e-04	10.794
569.148110	1.099688e-03	2.715419e-04	-1.065635e-03	-75.704
569.225377	1.102312e-03	-1.049786e-03	-3.362151e-04	-162.241
569.302644	1.105056e-03	-4.006641e-04	1.029863e-03	111.258
569.379911	1.107628e-03	1.006193e-03	4.630504e-04	24.712
569.457178	1.110480e-03	5.249542e-04	-9.785647e-04	-61.789
569.534445	1.112944e-03	-9.473840e-04	-5.840440e-04	-148.347
569.611712	1.115985e-03	-6.426045e-04	9.124044e-04	125.157
569.688979	1.118193e-03	8.741387e-04	6.973069e-04	38.580
569.766245	1.121699e-03	7.520282e-04	-8.322639e-04	-47.899
569.843512	1.123019e-03	-7.874273e-04	-8.007055e-04	-134.521
569.920779	1.129230e-03	-8.533817e-04	7.395262e-04	139.088
569.998046	1.120894e-03	6.955400e-04	8.789924e-04	51.646
570.075313	1.088175e-03	8.696431e-04	-6.540987e-04	-36.949
570.152580	1.071205e-03	-6.089136e-04	-8.813085e-04	-124.641
570.229847	1.060423e-03	-8.979666e-04	5.640513e-04	147.865
570.307114	1.052429e-03	5.190870e-04	9.155081e-04	60.447
570.384381	1.046470e-03	9.331808e-04	-4.735750e-04	-26.907
570.461648	1.041686e-03	-4.276729e-04	-9.498451e-04	-114.240
570.538915	1.038104e-03	-9.656083e-04	3.811312e-04	158.461
570.616182	1.035149e-03	3.341933e-04	9.797182e-04	71.165
570.693448	1.033058e-03	9.924884e-04	-2.866642e-04	-16.111
570.770715	1.031322e-03	-2.388204e-04	-1.003289e-03	-103.389
570.847982	1.030278e-03	-1.012514e-03	1.904937e-04	169.345
570.925249	1.029424e-03	1.419772e-04	1.019586e-03	82.073
571.002516	1.029162e-03	1.024940e-03	-9.311859e-05	-5.191
571.079783	1.028982e-03	-4.422022e-05	-1.028031e-03	-92.463
571.157050	1.029327e-03	-1.029316e-03	-4.859567e-06	-179.729
571.234317	1.029679e-03	-5.381363e-05	1.028272e-03	92.996
571.311584	1.030511e-03	1.025373e-03	1.027762e-04	5.724
571.388851	1.031292e-03	1.514381e-04	-1.020113e-03	-81.556
571.466118	1.032521e-03	-1.012979e-03	-1.999284e-04	-168.835
571.543385	1.033656e-03	-2.479376e-04	1.003479e-03	103.879
571.620651	1.035212e-03	9.921136e-04	2.955916e-04	16.591
571.697918	1.036643e-03	3.425822e-04	-9.783994e-04	-70.703
571.775185	1.038472e-03	-9.628488e-04	-3.890333e-04	-157.999
571.852452	1.040153e-03	-4.346394e-04	9.449901e-04	114.700
571.929719	1.042212e-03	9.253451e-04	4.795236e-04	27.394
572.006986	1.044106e-03	5.233841e-04	-9.034520e-04	-59.916
572.084253	1.046359e-03	-8.798420e-04	-5.663443e-04	-147.231
572.161520	1.048436e-03	-6.081073e-04	8.540624e-04	125.452
572.238787	1.050854e-03	8.266532e-04	6.487975e-04	38.127
572.316054	1.053088e-03	6.881239e-04	-7.971704e-04	-49.199
572.393321	1.055646e-03	-7.661619e-04	-7.262128e-04	-136.533
572.470588	1.058019e-03	-7.627798e-04	7.331920e-04	136.133
572.547854	1.060695e-03	6.988161e-04	7.979540e-04	48.789
572.625121	1.063188e-03	8.314583e-04	-6.626058e-04	-38.552
572.702388	1.065966e-03	-6.251237e-04	-8.634253e-04	-125.905
572.779655	1.068565e-03	-8.935859e-04	5.859482e-04	146.746
572.856922	1.071428e-03	5.456481e-04	9.220768e-04	59.385
572.934189	1.074121e-03	9.486376e-04	-5.038081e-04	-27.972
573.011456	1.077056e-03	-4.610026e-04	-9.734097e-04	-115.342
573.088723	1.079833e-03	-9.961418e-04	4.168221e-04	157.294
573.165990	1.082829e-03	3.718457e-04	1.016980e-03	69.916
573.243257	1.085680e-03	1.035684e-03	-3.256688e-04	-17.456
573.320524	1.088728e-03	-2.788749e-04	-1.052405e-03	-104.842
573.397791	1.091646e-03	-1.066912e-03	2.310635e-04	167.780
573.475057	1.094736e-03	1.828214e-04	1.079362e-03	80.387
573.552324	1.097715e-03	1.089536e-03	-1.337517e-04	-6.999
573.629591	1.100841e-03	-8.444382e-05	-1.097597e-03	-94.399
573.706858	1.103875e-03	-1.103335e-03	3.450359e-05	178.209
573.784125	1.107030e-03	-1.547770e-05	1.106921e-03	90.801
573.861392	1.110114e-03	1.108156e-03	6.589237e-05	3.403
573.938659	1.113293e-03	1.161480e-04	-1.107217e-03	-84.012
574.015926	1.116423e-03	-1.103917e-03	-1.666359e-04	-171.416
574.093193	1.119622e-03	-2.167634e-04	1.098438e-03	101.163
574.170460	1.122794e-03	1.090605e-03	2.669212e-04	13.753
574.247727	1.126008e-03	3.165174e-04	-1.080607e-03	-73.674
574.324994	1.129219e-03	-1.068280e-03	-3.659433e-04	-161.091
574.402260	1.132447e-03	-4.146082e-04	1.053820e-03	111.476
574.479527	1.135694e-03	1.037073e-03	4.629046e-04	24.054
574.556794	1.138932e-03	5.102441e-04	-1.018242e-03	-63.384
574.634061	1.142213e-03	-9.971847e-04	-5.570211e-04	-150.813
574.711328	1.145459e-03	-6.026501e-04	9.741095e-04	121.744
574.788595	1.148771e-03	9.488845e-04	6.475284e-04	34.310
574.865862	1.152024e-03	6.910741e-04	-9.217247e-04	-53.139
574.943129	1.155365e-03	-8.925084e-04	-7.336880e-04	-140.578
575.020396	1.158624e-03	-7.747927e-04	8.614562e-04	131.968
575.097663	1.161993e-03	8.284565e-04	8.147932e-04	44.524
575.174930	1.165257e-03	8.531170e-04	-7.937349e-04	-42.935
575.252197	1.168651e-03	-7.571898e-04	-8.901740e-04	-130.385
575.329463	1.171920e-03	-9.253977e-04	7.190513e-04	142.152
575.406730	1.175338e-03	6.792271e-04	9.592032e-04	54.697
575.483997	1.178611e-03	9.910305e-04	-6.379514e-04	-32.770
575.561264	1.182052e-03	-5.951408e-04	-1.021301e-03	-120.231
575.638531	1.185329e-03	-1.049461e-03	5.510328e-04	152.298
575.715798	1.188792e-03	5.055525e-04	1.075938e-03	64.833
575.793065	1.192073e-03	1.100187e-03	-4.589401e-04	-22.643
575.870332	1.195556e-03	-4.111283e-04	-1.122643e-03	-110.113
575.947599	1.198842e-03	-1.142768e-03	3.623597e-04	162.407
576.024866	1.202344e-03	3.125740e-04	1.161003e-03	74.932
576.102133	1.205635e-03	1.176820e-03	-2.620152e-04	-12.552
576.179400	1.209155e-03	-2.106295e-04	-1.190668e-03	-100.032
576.256666	1.212453e-03	-1.202027e-03	1.586614e-04	172.481
576.333933	1.215988e-03	1.060629e-04	1.211354e-03	84.996
576.411200	1.219293e-03	1.218137e-03	-5.307866e-05	-2.495
576.488467	1.222844e-03	3.344811e-07	-1.222844e-03	-89.984
576.565734	1.226157e-03	-1.224970e-03	-5.393281e-05	-177.479
576.643001	1.229721e-03	-1.077551e-04	1.224991e-03	95.027
576.720268	1.233043e-03	1.222413e-03	1.615592e-04	7.529
576.797535	1.236621e-03	2.153804e-04	-1.217720e-03	-79.970
576.874802	1.239953e-03	-1.210427e-03	-2.689792e-04	-167.471
576.952069	1.243542e-03	-3.223879e-04	1.201025e-03	105.026
577.029336	1.246885e-03	1.189041e-03	3.753702e-04	17.520
577.106603	1.250484e-03	4.279563e-04	-1.174974e-03	-69.987
577.183869	1.253839e-03	-1.158359e-03	-4.799143e-04	-157.496
577.261136	1.257448e-03	-5.312729e-04	1.139704e-03	114.993
577.338403	1.260816e-03	1.118553e-03	5.818049e-04	27.481
577.415670	1.264433e-03	6.315386e-04	-1.095423e-03	-60.035
577.492937	1.267815e-03	-1.069866e-03	-6.802525e-04	-147.551
577.570204	1.271440e-03	-7.279746e-04	1.042407e-03	124.929
577.647471	1.274837e-03	1.012607e-03	7.744903e-04	37.410
577.724738	1.278468e-03	8.198282e-04	-9.810001e-04	-50.114
577.802005	1.281881e-03	-9.471540e-04	-8.637808e-04	-137.636
577.879272	1.285517e-03	-9.063780e-04	9.116095e-04	134.835
577.956539	1.288946e-03	8.739434e-04	9.474205e-04	47.310
578.033806	1.292587e-03	9.869397e-04	-8.347036e-04	-40.223
578.111072	1.296034e-03	-7.934738e-04	-1.024745e-03	-127.751
578.188339	1.299678e-03	-1.060871e-03	7.508087e-04	144.712
578.265606	1.303143e-03	7.062988e-04	1.095137e-03	57.180
578.342873	1.306789e-03	1.127577e-03	-6.605052e-04	-30.361
578.420140	1.310274e-03	-6.130242e-04	-1.158024e-03	-117.895
578.497407	1.313922e-03	-1.186514e-03	5.644230e-04	154.560
578.574674	1.317426e-03	5.143030e-04	1.212890e-03	67.022
578.651941	1.321074e-03	1.237194e-03	-4.632373e-04	-20.527
578.729208	1.324599e-03	-4.108312e-04	-1.259277e-03	-108.069
578.806475	1.328247e-03	-1.279186e-03	3.576635e-04	164.379
578.883742	1.331792e-03	3.033421e-04	1.296786e-03	76.834
578.961009	1.335440e-03	1.312125e-03	-2.484519e-04	-10.722
579.038275	1.339006e-03	-1.926015e-04	-1.325082e-03	-98.270
579.115542	1.342652e-03	-1.335708e-03	1.363827e-04	174.170
579.192809	1.346240e-03	7.940192e-05	1.343897e-03	86.619
579.270076	1.349884e-03	1.349700e-03	-2.225990e-05	-0.945
579.347343	1.353495e-03	3.544358e-05	-1.353030e-03	-88.499
579.424610	1.357133e-03	-1.353936e-03	-9.309392e-05	-176.067
579.501877	1.360770e-03	-1.511075e-04	1.352354e-03	96.376
579.579144	1.364399e-03	1.348321e-03	2.088425e-04	8.805
579.656411	1.368069e-03	2.667564e-04	-1.341810e-03	-78.756
579.733678	1.371671e-03	-1.332823e-03	-3.241356e-04	-166.331
579.810945	1.375418e-03	-3.815761e-04	1.321429e-03	106.107
579.888212	1.378806e-03	1.307386e-03	4.380069e-04	18.522
579.965478	1.383378e-03	4.962640e-04	-1.291301e-03	-68.978
580.042745	1.391807e-03	-1.274584e-03	-5.590714e-04	-156.316
580.120012	1.400756e-03	-6.217418e-04	1.255210e-03	116.351
580.197279	1.407671e-03	1.232043e-03	6.808874e-04	28.927
580.274546	1.413907e-03	7.385729e-04	-1.205672e-03	-58.509
580.351813	1.419625e-03	-1.176465e-03	-7.945226e-04	-145.967
580.429080	1.425158e-03	-8.492056e-04	1.144520e-03	126.574
580.506347	1.430363e-03	1.110009e-03	9.021178e-04	39.101
580.583614	1.435521e-03	9.536489e-04	-1.072975e-03	-48.370
580.660881	1.440410e-03	-1.033562e-03	-1.003260e-03	-135.852
580.738148	1.445325e-03	-1.051324e-03	9.918084e-04	136.669
580.815415	1.449993e-03	9.478526e-04	1.097295e-03	49.179
580.892681	1.454733e-03	1.141543e-03	-9.017360e-04	-38.306
580.969948	1.459234e-03	-8.535989e-04	-1.183525e-03	-125.800
581.047215	1.463840e-03	-1.223615e-03	8.034895e-04	146.709
581.124482	1.468209e-03	7.515504e-04	1.261273e-03	59.211
581.201749	1.472710e-03	1.296880e-03	-6.978381e-04	-28.284
581.279016	1.476972e-03	-6.424981e-04	-1.329903e-03	-115.786
581.356283	1.481387e-03	-1.360730e-03	5.855952e-04	156.715
581.433550	1.485562e-03	5.272775e-04	1.388838e-03	69.211
581.510817	1.489906e-03	1.414621e-03	-4.676181e-04	-18.292
581.588084	1.494007e-03	-4.067669e-04	-1.437567e-03	-105.799
581.665351	1.498292e-03	-1.458077e-03	3.448047e-04	166.695
581.742618	1.502332e-03	2.818831e-04	1.475650e-03	79.185
581.819884	1.506566e-03	1.490697e-03	-2.180895e-04	-8.323
581.897151	1.510555e-03	-1.535763e-04	-1.502727e-03	-95.835
581.974418	1.514746e-03	-1.512162e-03	8.843710e-05	176.653
582.051685	1.518692e-03	2.282397e-05	1.518520e-03	89.139
582.128952	1.522846e-03	1.522234e-03	4.316405e-05	1.624
582.206219	1.526757e-03	1.093760e-04	-1.522834e-03	-85.892
582.283486	1.530879e-03	-1.520762e-03	-1.757084e-04	-173.409
582.360753	1.534762e-03	-2.420123e-04	1.515561e-03	99.073
582.438020	1.538857e-03	1.507682e-03	3.081806e-04	11.553
582.515287	1.542717e-03	3.740675e-04	-1.496680e-03	-75.967
582.592554	1.546788e-03	-1.483016e-03	-4.395631e-04	-163.490
582.669821	1.550631e-03	-5.045256e-04	1.466258e-03	108.988
582.747087	1.554682e-03	1.446877e-03	5.688432e-04	21.462
582.824354	1.558513e-03	6.323793e-04	-1.424450e-03	-66.061
582.901621	1.562545e-03	-1.399462e-03	-6.950210e-04	-153.589
582.978888	1.566369e-03	-7.566378e-04	1.371500e-03	118.885
583.056155	1.570386e-03	1.341056e-03	8.171167e-04	31.354
583.133422	1.574206e-03	8.763341e-04	-1.307732e-03	-56.173
583.210689	1.578210e-03	-1.272029e-03	-9.341778e-04	-143.706
583.287956	1.582030e-03	-9.905320e-04	1.233558e-03	128.764
583.365223	1.586023e-03	1.192831e-03	1.045286e-03	41.228
583.442490	1.589847e-03	1.098334e-03	-1.149468e-03	-46.303
583.519757	1.593830e-03	-1.103989e-03	-1.149566e-03	-133.841
583.597024	1.597661e-03	-1.198886e-03	1.056027e-03	138.625
583.674290	1.601636e-03	1.006109e-03	1.246188e-03	51.084
583.751557	1.605476e-03	1.291386e-03	-9.538744e-04	-36.451
583.828824	1.609446e-03	-8.998610e-04	-1.334378e-03	-123.994
583.906091	1.613298e-03	-1.375090e-03	8.437167e-04	148.468
583.983358	1.617262e-03	7.859850e-04	1.413423e-03	60.922
584.060625	1.621128e-03	1.449314e-03	-7.263225e-04	-26.618
584.137892	1.625089e-03	-6.652788e-04	-1.482673e-03	-114.166
584.215159	1.628971e-03	-1.513446e-03	6.025177e-04	158.292
584.292426	1.632929e-03	5.385943e-04	1.541549e-03	70.741
584.369693	1.636830e-03	1.566944e-03	-4.731789e-04	-16.803
584.446960	1.640787e-03	-4.068312e-04	-1.589550e-03	-104.356
584.524227	1.644707e-03	-1.609343e-03	3.392271e-04	168.097
584.601494	1.648663e-03	2.709304e-04	1.626249e-03	80.541
584.678760	1.652604e-03	1.640259e-03	-2.016213e-04	-7.008
584.756027	1.656560e-03	-1.318669e-04	-1.651303e-03	-94.566
584.833294	1.660523e-03	-1.659389e-03	6.135111e-05	177.883
584.910561	1.664481e-03	-9.357013e-06	1.664454e-03	90.322
584.987828	1.668466e-03	1.666520e-03	8.057050e-05	2.768
585.065095	1.672426e-03	1.517192e-04	-1.665530e-03	-84.795
585.142362	1.676435e-03	-1.661522e-03	-2.231143e-04	-172.352
585.219629	1.680397e-03	-2.941853e-04	1.654446e-03	100.083
585.296896	1.684430e-03	1.644355e-03	3.652425e-04	12.523
585.374163	1.688396e-03	4.357161e-04	-1.631206e-03	-75.045
585.451430	1.692452e-03	-1.615067e-03	-5.059163e-04	-162.607
585.528697	1.696422e-03	-5.752750e-04	1.595903e-03	109.823
585.605963	1.700502e-03	1.573798e-03	6.441035e-04	22.258
585.683230	1.704477e-03	7.118360e-04	-1.548720e-03	-65.315
585.760497	1.708581e-03	-1.520770e-03	-7.787859e-04	-152.883
585.837764	1.712561e-03	-8.443906e-04	1.489923e-03	119.542
585.915031	1.716688e-03	1.456296e-03	9.089668e-04	31.971
585.992298	1.720674e-03	9.719557e-04	-1.419867e-03	-55.607
586.069565	1.724824e-03	-1.380770e-03	-1.033678e-03	-143.181
586.146832	1.728816e-03	-1.093580e-03	1.338988e-03	129.239
586.224099	1.732987e-03	1.294669e-03	1.151988e-03	41.662
586.301366	1.736987e-03	1.208353e-03	-1.247801e-03	-45.920
586.378633	1.741179e-03	-1.198548e-03	-1.263006e-03	-133.500
586.455900	1.745186e-03	-1.315407e-03	1.146900e-03	138.915
586.533166	1.749397e-03	1.093036e-03	1.365893e-03	51.332
586.610433	1.753412e-03	1.413929e-03	-1.036947e-03	-36.256
586.687700	1.757642e-03	-9.788299e-04	-1.459862e-03	-123.842
586.764967	1.761665e-03	-1.503164e-03	9.186752e-04	148.568
586.842234	1.765912e-03	8.566944e-04	1.544189e-03	60.979
586.919501	1.769944e-03	1.582418e-03	-7.928777e-04	-26.613
586.996768	1.774206e-03	-7.274519e-04	-1.618215e-03	-114.206
587.074035	1.778247e-03	-1.651069e-03	6.604050e-04	158.199
587.151302	1.782523e-03	5.919790e-04	1.681353e-03	70.604
587.228569	1.786573e-03	1.708565e-03	-5.221581e-04	-16.994
587.305836	1.790861e-03	-4.511999e-04	-1.733091e-03	-104.593
587.383103	1.794921e-03	-1.754434e-03	3.790827e-04	167.807
587.460369	1.799220e-03	3.060798e-04	1.772994e-03	80.205
587.537636	1.803290e-03	1.788282e-03	-2.321618e-04	-7.397
587.614903	1.807596e-03	-1.576182e-04	-1.800711e-03	-95.002
